team,player,primary_position,total_minutes,age_decimal
Toronto FC,Luka Gavran,GK,810,24.36413415468857
Toronto FC,Sean Johnson,GK,1530,35.303901437371664
Toronto FC,Kobe Franklin,OB,245,21.361396303901437
Toronto FC,Richie Laryea,OB,159,29.700889801505816
Toronto FC,Federico Bernardeschi,OB,871,30.591375770020534
Toronto FC,Tyrese Spicer,OB,738,
Toronto FC,Deandre Kerr,S,538,21.83504449007529
Toronto FC,Charles Sharp,S,15,23.240930869267626
Toronto FC,Prince Osei Owusu,S,1373,27.700889801505816
Vancouver Whitecaps FC,Ranko Veselinović,CB,1864,25.490075290896645
Vancouver Whitecaps FC,Tristan Blackmon,CB,1234,28.10609171800137
Vancouver Whitecaps FC,Bjørn Inge Utvik,CB,1066,28.55852156057495
Vancouver Whitecaps FC,Ralph Priso-Mbongue,CM,30,22.13347022587269
Vancouver Whitecaps FC,Pedro Vite,CM,1334,22.531143052703626
Vancouver Whitecaps FC,Sebastian Berhalter,CM,479,23.34223134839151
Vancouver Whitecaps FC,Andrés Cubas,CM,1302,28.32854209445585
Vancouver Whitecaps FC,Ali Ahmed,DM,287,23.944558521560573
Vancouver Whitecaps FC,Yohei Takaoka,GK,2160,28.511978097193705
Vancouver Whitecaps FC,Ryan Raposo,OB,455,25.542094455852155
Vancouver Whitecaps FC,Sam Adekugbe,OB,112,29.67624914442163
Vancouver Whitecaps FC,Nicolas Fleuriau,S,11,22.331279945242983
Vancouver Whitecaps FC,Brian White,S,1591,28.62696783025325
Vancouver Whitecaps FC,Damir Kreilach,S,274,35.427104722792606
Vancouver Whitecaps FC,Giuseppe Bovalina,W,64,19.856947296372347
Vancouver Whitecaps FC,Levonte Johnson,W,162,25.514715947980836
Vancouver Whitecaps FC,Ryan Gauld,W,590,28.761122518822724
Vancouver Whitecaps FC,Fafà Picault,W,447,33.57221081451061
